기준년월,광역지자체,중분류,,지출액,전년도 지출액
201910,강원도,캠핑장/펜션,1003,19137.0,14789.0
201910,강원도,기타숙박,1004,352053.0,208393.0
201910,강원도,여행업,2001,21824.0,24763.0
201910,강원도,육상운송,3001,385.0,539.0
201910,강원도,수상운송,3002,168.0,188.0
201910,강원도,항공운송,3003,0.0,0.0
201910,강원도,렌터카,3004,12216.0,13588.0
201910,강원도,면세점,4001,6136.0,9110.0
201910,강원도,관광기념품,4002,10941.0,9608.0
201910,강원도,레저용품쇼핑,4003,39246.0,35667.0
201910,강원도,대형쇼핑몰,4004,184128.0,165972.0
201910,강원도,카지노,5001,0.0,0.0
201910,강원도,관광유원시설,5002,1054.0,1091.0
201910,강원도,골프장,5003,96926.0,77176.0
201910,강원도,스키장,5004,0.0,0.0
201910,강원도,기타레저,5005,748.0,2971.0
201910,강원도,문화서비스,5006,7060.0,4344.0
201910,강원도,식음료,6001,585048.0,455568.0
201911,강원도,관광총소비,0000,1058509.0,896113.0
201911,강원도,호텔,1001,127073.0,109411.0
201911,강원도,콘도,1002,101719.0,77298.0
201911,강원도,캠핑장/펜션,1003,5515.0,5036.0
201911,강원도,기타숙박,1004,208338.0,171208.0
201911,강원도,여행업,2001,13049.0,8899.0
201911,강원도,육상운송,3001,185.0,12.0
201911,강원도,수상운송,3002,132.0,72.0
201911,강원도,항공운송,3003,0.0,0.0
201911,강원도,렌터카,3004,5257.0,4338.0
201911,강원도,면세점,4001,16972.0,3537.0
201911,강원도,관광기념품,4002,5711.0,9496.0
201911,강원도,레저용품쇼핑,4003,36681.0,29748.0
201911,강원도,대형쇼핑몰,4004,128889.0,115806.0
201911,강원도,카지노,5001,0.0,0.0
201911,강원도,관광유원시설,5002,490.0,239.0
201911,강원도,골프장,5003,52798.0,63244.0
201911,강원도,스키장,5004,0.0,0.0
201911,강원도,기타레저,5005,883.0,222.0
201911,강원도,문화서비스,5006,3795.0,2381.0
201911,강원도,식음료,6001,351024.0,295166.0
201912,강원도,관광총소비,0000,3840780.0,3365105.0
201912,강원도,호텔,1001,1409626.0,1428863.0
201912,강원도,콘도,1002,545936.0,478016.0
201912,강원도,캠핑장/펜션,1003,10180.0,11768.0
201912,강원도,기타숙박,1004,696446.0,499838.0
201912,강원도,여행업,2001,17865.0,18329.0
201912,강원도,육상운송,3001,0.0,0.0
201912,강원도,수상운송,3002,40.0,0.0
201912,강원도,항공운송,3003,0.0,0.0
201912,강원도,렌터카,3004,6918.0,6741.0
201912,강원도,면세점,4001,38753.0,0.0
201912,강원도,관광기념품,4002,1855.0,6606.0
201912,강원도,레저용품쇼핑,4003,178275.0,212500.0
201912,강원도,대형쇼핑몰,4004,148605.0,132781.0
201912,강원도,카지노,5001,0.0,0.0
201912,강원도,관광유원시설,5002,438.0,289.0
201912,강원도,골프장,5003,165049.0,60402.0
201912,강원도,스키장,5004,0.0,0.0
201912,강원도,기타레저,5005,395.0,322.0
201912,강원도,문화서비스,5006,3503.0,1951.0
201912,강원도,식음료,6001,616896.0,506698.0
