,사업장명,시도명,시군구명,위경도
481,메가마트 김해점,경상남도,김해시,"[35.223291455805544, 128.89951240593626]"
482,(주)프리마건설,경상남도,김해시,"[35.2318528, 128.858893]"
483,롯데쇼핑(주) 롯데마트 김해점,경상남도,김해시,"[35.22275918668408, 128.88120506978868]"
484,휴앤락몰,경상남도,김해시,"[35.23938805397029, 128.8677149043758]"
485,"넥스틸(주), (주)대성철강",경상남도,김해시,"[35.28686783011384, 128.76144143618671]"
486,아이스퀘어몰,경상남도,김해시,"[35.222295410687956, 128.8823951275016]"
487,김해터미널쇼핑센터,경상남도,김해시,"[35.22635442385963, 128.87128627810688]"
488,롯데쇼핑(주)롯데슈퍼평창진부점,강원도,평창군,"[37.635849254891994, 128.55774728319417]"
489,롯데슈퍼 철원점,강원도,철원군,"[38.2033864766694, 127.22007363720284]"
490,와수시장(등록),강원도,철원군,"[38.23641932391013, 127.43853554194608]"
491,(주)메가마트 언양점,울산광역시,울주군,"[35.5463565, 129.117598]"
492,울산원예농업협동조합 하나로마트,울산광역시,울주군,"[35.55481769677622, 129.25318960669776]"
493,탑마트 울산남창점,울산광역시,울주군,"[35.40670203107872, 129.28191622258674]"
494,탑마트 언양점,울산광역시,울주군,"[35.562858167570965, 129.11849852083273]"
495,썬마트,전라북도,김제시,"[35.8130083, 126.923443]"
496,N마트,전라북도,김제시,"[35.7968062, 126.882538]"
497,마트크럽,전라북도,김제시,"[35.8049719, 126.882791]"
498,김제축협매장,전라북도,김제시,"[35.800687888497286, 126.88390475433538]"
499,디씨몰,전라북도,김제시,"[35.8012879, 126.884998]"
500,농협하나로마트,전라북도,김제시,"[35.79769263539605, 126.88772741973604]"
501,뉴마트,전라북도,김제시,"[35.791562400142325, 126.90029615471106]"
502,홈플러스 김제점,전라북도,김제시,"[35.8130083, 126.923443]"
503,홈플러스(주) 김제점,전라북도,김제시,"[35.79693320537259, 126.90206110671504]"
504,(주)이마트군산점,전라북도,군산시,"[35.979977604493854, 126.73392924910333]"
505,롯데쇼핑 (주) 롯데마트군산점,전라북도,군산시,"[35.962058703912874, 126.71559735841936]"
506,새만금종합수산시장,전라북도,군산시,"[35.936122268681345, 126.53359679685356]"
507,(주)지에스리테일 군산나운점,전라북도,군산시,"[35.96351523243617, 126.7005830681801]"
508,(주)킴스클럽마트 군산점,전라북도,,"[35.95805790054298, 126.70087244910292]"
509,(주)이마트에브리데이 나운동점,전라북도,군산시,"[35.95805790054298, 126.70087244910292]"
510,롯데쇼핑 주식회사 아울렛 군산점,전라북도,군산시,"[35.97368790526946, 126.73779199453095]"
511,동아26센타,전라북도,군산시,"[35.9635238, 126.693044]"
512,롯데쇼핑(주)롯데슈퍼 진안점,전라북도,진안군,"[35.782712274110295, 127.42203694126363]"
513,롯데쇼핑(주)롯데슈퍼 진안점,전라북도,진안군,"[35.782712274110295, 127.42203694126363]"
514,진안시장,전라북도,진안군,"[35.78983626908672, 127.42864062056174]"
515,한아름유통,서울특별시,종로구,"[37.5717738, 127.012736]"
516,중문오일시장,제주특별자치도,서귀포시,"[33.24802421777066, 126.42338709704008]"
517,동명백화점,제주특별자치도,서귀포시,"[33.24551919865843, 126.56297063913516]"
518,롯데쇼핑(주) 롯데마트 의왕점,경기도,의왕시,"[37.37749163988474, 126.97288253411293]"
519,(주)LF네트웍스 양주점,경기도,양주시,"[37.8286362811133, 127.05156166028206]"
520,리치마트 양주점,경기도,양주시,"[37.81440838690916, 127.04210774685016]"
521,(주)이마트 양주점,경기도,양주시,"[37.8417291, 127.053824]"
522,이마트의왕점,경기도,의왕시,"[37.34760431006797, 126.97280159828574]"
523,홈플러스(주) 경기하남점,경기도,하남시,"[37.535254071345406, 127.21182958371362]"
524,(주)지에스리테일 하남점,경기도,하남시,"[37.5363838731956, 127.20470406002019]"
525,홈플러스(주)하남점,경기도,하남시,"[37.5436497, 127.215404]"
526,스타필드 하남,경기도,하남시,"[37.54273364899253, 127.22290230955855]"
527,스타필드 시티 위례점,경기도,하남시,"[37.47728578541175, 127.14760554050099]"
528,코스트코 홀세일 하남점,경기도,하남시,"[37.5506264, 127.192655]"
529,라피에스타 양산,경상남도,양산시,"[35.30709101527382, 129.008531272508]"
530,수유시장,서울특별시,강북구,"[37.62803168145298, 127.02216026862327]"
531,수유중앙시장,서울특별시,강북구,"[37.63759708315988, 127.02053981965177]"
532,동북프라자,서울특별시,강북구,"[37.61749745930637, 127.01800699221661]"
533,(주)이마트에브리데이 홍성남장점,충청남도,홍성군,"[36.58923781070102, 126.66877638648083]"
534,동소문스카이상가,서울특별시,성북구,"[37.59205813085263, 127.00953077163014]"
535,힐스몰,경기도,고양시 덕양구,"[37.64965632846982, 126.89592430842107]"
536,길음시장,서울특별시,성북구,"[37.6026945, 127.021744]"
537,롯데캐슬 골드파크 4차 마르쉐도르 960,서울특별시,금천구,"[37.45834399918578, 126.8960134134249]"
538,이케아 동부산점,부산광역시,기장군,"[35.18806404789101, 129.20959222661847]"
539,길음시장,서울특별시,성북구,"[37.6027666, 127.021574]"
540,스타필드시티 부천점,경기도,부천시,"[37.45876717575718, 126.81315848284946]"
541,지에스 더프레시(GS THE FRESH) 고덕그라시움점,서울특별시,강동구,"[37.55515503008583, 127.16183318933099]"
542,보수종합시장,부산광역시,중구,"[35.10140257661452, 129.02089389053685]"
543,신천지시장,부산광역시,중구,"[35.09426316241896, 129.0269459482221]"
544,신동아수산물종합시장,부산광역시,중구,"[35.09405229466847, 129.02821359633498]"
545,자갈치시장,부산광역시,중구,"[35.09393992938136, 129.0302525373401]"
546,부산데파트,부산광역시,중구,"[35.09677328325593, 129.03523781146507]"
547,사단법인 국제시장번영회,부산광역시,중구,"[35.1012779, 129.028239]"
548,영주시장,부산광역시,중구,"[35.108894893843214, 129.03644966647013]"
549,창선상가,부산광역시,중구,"[35.0995773, 129.028625]"
550,롯데1번가,부산광역시,중구,"[35.09797577301089, 129.03497128746935]"
551,월드밸리,부산광역시,중구,"[35.10003058308605, 129.02549209489936]"
552,월드밸리,부산광역시,중구,"[35.10003058308605, 129.02549209489936]"
553,롯데백화점 광복점,부산광역시,중구,"[35.09521585754943, 129.03523581421823]"
554,새부산타운,부산광역시,중구,"[35.09738746106795, 129.02993486813722]"
555,롯데마트 광복점,부산광역시,중구,"[35.09521585754943, 129.03523581421823]"
556,(주)농협유통 하나로마트 자갈치점,부산광역시,중구,"[35.094519424940955, 129.02676813993475]"
557,롯데전문점 광복점,부산광역시,중구,"[35.09521585754943, 129.03523581421823]"
558,(주)서원유통 탑마트 영도봉래점,부산광역시,영도구,"[35.09147542134366, 129.04854348927395]"
559,홈플러스(주) 영도점,부산광역시,영도구,"[35.09312028812291, 129.0433521357467]"
560,사단법인 수정시장번영회,부산광역시,동구,"[35.12547694814029, 129.04553675864761]"
561,사단법인 자유시장번영회,부산광역시,동구,"[35.138208658702254, 129.06019598821038]"
562,(주)서원유통 탑마트 초량점,부산광역시,동구,"[35.11393287169433, 129.0385659671316]"
563,메가마트 남천점,부산광역시,수영구,"[35.13437961585847, 129.11004054309043]"
564,코스트코 홀세일 부산점,부산광역시,수영구,"[35.17579111990579, 129.11441632122347]"
565,사단법인 부산진시장번영회,부산광역시,동구,"[35.13343392550841, 129.05783888903875]"
566,주식회사   현대백화점 부산점,부산광역시,동구,"[35.13853516682845, 129.0576947631237]"
567,부산진시장,부산광역시,동구,"[35.13343392550841, 129.05783888903875]"
568,홈플러스(주)익스프레스 좌천점,부산광역시,동구,"[35.128196030773594, 129.04786661419698]"
569,대창공설시장,경상북도,영천시,"[35.87191338089032, 128.89582847888704]"
570,문화상가,경상북도,영천시,"[35.9824066, 128.9442]"
571,(주)이마트영천점,경상북도,영천시,"[35.95541801835317, 128.91018352040106]"
572,영천공설시장,경상북도,영천시,"[35.9614653617637, 128.93771378319403]"
573,금호공설시장,경상북도,영천시,"[35.9289446100393, 128.87247737233372]"
574,신녕공설시장,경상북도,영천시,"[36.03925544420477, 128.78656606194787]"
575,서호전통시장,경상남도,통영시,"[34.84030519617355, 128.41893490263385]"
576,통영중앙시장사업협동조합,경상남도,통영시,"[34.8453058, 128.424629]"
577,충무데파트종합상설시장,경상남도,통영시,"[34.8457422, 128.424309]"
578,북신시장,경상남도,통영시,"[34.85163704567051, 128.42707848126426]"
579,롯데쇼핑(주)롯데마트통영점,경상남도,통영시,"[34.85793083301766, 128.42733882784748]"
580,(주) 이마트 통영점,경상남도,통영시,"[34.88416966024568, 128.41679234074638]"
581,탑마트 통영죽림점,경상남도,통영시,"[34.873752672059105, 128.41466809865534]"
582,대백아울렛 통영점,경상남도,통영시,"[34.85637623881822, 128.42942589484198]"
583,사단법인삼성타워프라자,경상남도,통영시,"[34.84225239406964, 128.42988565030473]"
584,신철원시장(등록),강원도,철원군,"[38.14203209997899, 127.30901564190725]"
585,동송시장(등록),강원도,철원군,"[38.20609364608787, 127.21805333066956]"
586,롯데쇼핑(주) 롯데슈퍼 영월점,강원도,영월군,"[37.18126681266616, 128.46348542112074]"
587,(주)현대백화점 동구점,울산광역시,동구,"[35.518711936475334, 129.4308543101836]"
588,홈플러스 주식회사 울산동구점,울산광역시,동구,"[35.49616446522305, 129.42658322206202]"
589,GS THE FRESH 울산동부점,울산광역시,동구,"[35.539890814929215, 129.4307548852301]"
590,정남진장흥토요시장,전라남도,장흥군,"[34.673634448653345, 126.90209190733789]"
591,임실농협 임실하나로마트,전라북도,임실군,"[35.6121394035117, 127.28238829486494]"
592,임실축협하나로마트,전라북도,임실군,"[35.61316579082175, 127.28136803343827]"
593,오수관촌농협관촌지점하나로마트,전라북도,임실군,"[35.67166790302419, 127.26971418041911]"
594,오수관촌농협관촌지점하나로마트,전라북도,임실군,"[35.67166790302419, 127.26971418041911]"
595,임실농협 강진하나로마트,전라북도,임실군,"[35.52719990198766, 127.16236997428491]"
596,오수상설시장,전라북도,임실군,"[35.535496139677576, 127.32615452031209]"
597,오수관촌농협 오수하나로마트,전라북도,임실군,"[35.534894153085986, 127.32775968401297]"
598,롯데쇼핑(주) 롯데마트 정읍점,전라북도,정읍시,"[35.576889881658616, 126.83965881753672]"
599,이마트 남원점,전라북도,남원시,"[35.40486376707743, 127.37400375672776]"
600,이마트 남원점,전라북도,남원시,"[35.40486376707743, 127.37400375672776]"
601,롯데쇼핑(주) 롯데마트 남원점,전라북도,남원시,"[35.4205648780304, 127.39195848339698]"
602,줄포상설시장,전라북도,부안군,"[35.58486624303339, 126.67597541453787]"
603,부안상설시장,전라북도,부안군,"[35.72433042208662, 126.73219624749866]"
604,성산오일시장,제주특별자치도,서귀포시,"[33.46096737109946, 126.93224090595845]"
605,표선오일시장,제주특별자치도,서귀포시,"[33.31956564087033, 126.82943737179738]"
606,모슬포중앙시장,제주특별자치도,서귀포시,"[33.219073648688536, 126.25407493176355]"
607,고성오일시장,제주특별자치도,서귀포시,"[33.4492011085446, 126.91292072499854]"
608,서귀포향토오일시장,제주특별자치도,서귀포시,"[33.26452947879921, 126.5731609410892]"
609,홈플러스(주) 서귀포점,제주특별자치도,서귀포시,"[33.2577745413233, 126.55921115442511]"
610,(주)이마트 서귀포점,제주특별자치도,서귀포시,"[33.24550428470151, 126.50801436969317]"
611,대정오일시장,제주특별자치도,서귀포시,"[33.217684264092604, 126.24755844539773]"
612,롯데프레시 신정점,서울특별시,양천구,"[37.507047717410906, 126.8424737909474]"
613,(주)이마트 신월점,서울특별시,양천구,"[37.53700746286535, 126.82798497545866]"
614,(주)이마트에브리데이 목동점,서울특별시,양천구,"[37.529182425406056, 126.87080685550252]"
615,롯데마켓999 하월곡점,서울특별시,성북구,"[37.60602926327673, 127.01836157383327]"
616,롯데마이슈퍼 장위점,서울특별시,성북구,"[37.62018538441192, 127.04767176151842]"
617,롯데마이슈퍼 정릉점,서울특별시,성북구,"[37.6005113294228, 127.01753540974545]"
618,홈플러스익스프레스 보문점,서울특별시,성북구,"[37.578009061894676, 127.0206717154117]"
619,홈플러스익스프레스 길음점,서울특별시,성북구,"[37.60702674803305, 127.01804085957268]"
620,이마트 미아점,서울특별시,성북구,"[37.60810666881966, 127.02893957432794]"
621,이마트 하월곡점,서울특별시,성북구,"[37.60230266520055, 127.03020756346835]"
622,(주)지에스리테일 성북보문점,서울특별시,성북구,"[37.577379376345256, 127.01768933524689]"
623,보문시장,서울특별시,성북구,"[37.5828999, 127.021342]"
624,미아시장,서울특별시,성북구,"[37.6046633, 127.039332]"
625,석관시장,서울특별시,성북구,"[37.6082581, 127.061339]"
626,새석관시장,서울특별시,성북구,"[37.605465843739886, 127.05189843774342]"
627,번동시장,서울특별시,성북구,"[37.61856934666216, 127.04715135155907]"
628,길음시장,서울특별시,성북구,"[37.6033252, 127.021959]"
629,동소문스카이프라자,서울특별시,성북구,"[37.5944607, 127.012683]"
630,현대백화점 미아점,서울특별시,성북구,"[37.60562473327035, 127.02793635830945]"
631,길음시장,서울특별시,성북구,"[37.59996233163018, 127.02097885204284]"
632,신세계이마트미아점,서울특별시,성북구,"[37.60810666881966, 127.02893957432794]"
633,이마트 미아점,서울특별시,성북구,"[37.60810666881966, 127.02893957432794]"
634,삼익아파트상가,서울특별시,성북구,"[37.610625598871245, 127.05686186473261]"
635,종암우림카이저팰리스주상복합,서울특별시,성북구,"[37.59921415672467, 127.03270060403571]"
636,이마트 미아점,서울특별시,성북구,"[37.60810666881966, 127.02893957432794]"
637,홈플러스 월곡점,서울특별시,성북구,"[37.599071151962754, 127.03965648478328]"
638,이마트 하월곡점,서울특별시,성북구,"[37.60230266520055, 127.03020756346835]"
639,GS슈퍼마켓 동소문점,서울특별시,성북구,"[37.59205813085263, 127.00953077163014]"
640,GS슈퍼마켓 돈암점,서울특별시,성북구,"[37.59512240601053, 127.01700170892735]"
641,GS슈퍼마켓 길음뉴타운점,서울특별시,성북구,"[37.604811670044704, 127.01715675897843]"
642,GS수퍼마켓 길음점,서울특별시,성북구,"[37.608122441415226, 127.01718486272576]"
643,롯데슈퍼하월곡점,서울특별시,성북구,"[37.60145796103738, 127.03797943030955]"
644,유타쇼핑몰,서울특별시,성북구,"[37.58985533640727, 127.01638846154772]"
645,유진상가,서울특별시,서대문구,"[37.5882528335094, 126.94125714574487]"
646,모래내시장(주),서울특별시,서대문구,"[37.56796938451362, 126.91514119141547]"
647,서중시장,서울특별시,서대문구,"[37.5705541, 126.915807]"
648,현대백화점 신촌점,서울특별시,서대문구,"[37.55340768697661, 126.93509761664252]"
649,신촌 밀리오레,서울특별시,서대문구,"[37.557045119381726, 126.94113115274106]"
650,예스에이피엠,서울특별시,서대문구,"[37.55489159491282, 126.94413601824195]"
651,연희슈퍼마켓,서울특별시,서대문구,"[37.56439511915603, 126.92887720776271]"
652,(주)GS리테일 북가좌점,서울특별시,서대문구,"[37.57514371195017, 126.90944818996346]"
653,홈플러스(주) 익스프레스 북가좌점,서울특별시,서대문구,"[37.57970580324724, 126.9128411116088]"
654,롯데슈퍼 남가좌점,서울특별시,서대문구,"[37.57322456306803, 126.91487374948372]"
655,롯데슈퍼 유진점(X),서울특별시,서대문구,"[37.588646719371944, 126.94169393237691]"
656,롯데슈퍼 홍제2점,서울특별시,서대문구,"[37.58246013137469, 126.94657868046359]"
657,롯데슈퍼 유진점,서울특별시,서대문구,"[37.588646719371944, 126.94169393237691]"
658,태왕스파크,대구광역시,중구,"[35.86594578753121, 128.59784808089387]"
659,낙원상가,서울특별시,종로구,"[37.569467219316415, 126.98685712544912]"
660,낙원상가,서울특별시,종로구,"[37.569467219316415, 126.98685712544912]"
661,노브랜드 삼척중앙시장점,강원도,삼척시,"[37.43935025227751, 129.1643967738242]"
662,노브랜드 제천중앙시장점,충청북도,제천시,"[37.1338896663933, 128.2104990294691]"
663,애비뉴모나코,경기도,의정부시,"[37.74094964242259, 127.09788658722061]"
664,GS THE FRESH 신촌숲아이파크점,서울특별시,마포구,"[37.54832149009386, 126.93362508679525]"
665,이케아 기흥점,경기도,용인시 기흥구,"[37.2207727, 127.116262]"
666,시흥배곧 아브뉴프랑 센트럴,경기도,시흥시,"[37.36639242404612, 126.72527846407482]"
667,(주)엔터식스패션쇼핑몰 안양점,경기도,안양시 만안구,"[37.4010894, 126.922946]"
668,모다아울렛,충청북도,충주시,"[36.95881604985854, 127.89770273021898]"
669,홈플러스 익스프레스 시흥배곧점,경기도,시흥시,"[37.36798891622071, 126.72656090483294]"
670,이마트에브리데이 강남시장점,서울특별시,강남구,"[37.51602117634181, 127.01987968230053]"
671,(주)대현프리몰 대구점,대구광역시,중구,"[35.868091448568734, 128.595029338588]"
672,대신지하상가,대구광역시,중구,"[35.86733, 128.578987]"
673,번개시장,대구광역시,중구,"[35.87241652864291, 128.59648630090058]"
674,보성황실시장,대구광역시,중구,"[35.860939, 128.580498]"
675,메트로센터,대구광역시,중구,"[35.8630403370273, 128.59228980700675]"
676,흥구삼덕빌딩,대구광역시,중구,"[inf, inf]"
677,동아쇼핑점,대구광역시,중구,"[35.86339731608863, 128.59102553591688]"
678,현대백화점 대구점,대구광역시,중구,"[35.86397641945979, 128.58974378410892]"
679,롯데쇼핑(주) 롯데슈퍼남산점,대구광역시,중구,"[35.859797029149114, 128.57542853237234]"
680,(주)서원유통 탑마트 현풍점,대구광역시,달성군,"[35.68942195791262, 128.4428062076025]"
681,M SQUARE +,대구광역시,달성군,"[35.69026053961995, 128.46058828044505]"
682,중앙시장,대구광역시,중구,"[35.8678041, 128.610493]"
683,메트로프라자,대구광역시,중구,"[35.86221187905637, 128.59518563316027]"
684,서문시장2지구종합상가,대구광역시,중구,"[35.865993163013165, 128.57864079490682]"
685,탑마트 대구점,대구광역시,중구,"[35.85863133720147, 128.5931057105672]"
686,홈플러스(주)남대구점,대구광역시,남구,"[35.83624762267054, 128.56938387232327]"
687,사덕시장,부산광역시,강서구,"[35.21019777424157, 128.9817647178876]"
688,덕두시장,부산광역시,강서구,"[35.17664423744001, 128.95541242258335]"
689,(주)명지시장,부산광역시,강서구,"[35.109991728014684, 128.93079634103776]"
690,부산 T-plex 산업용품단지,부산광역시,강서구,"[35.163520278236, 128.956496080877]"
691,BMCO,부산광역시,강서구,"[35.16507655770915, 128.9518141243155]"
692,부산 자동차부품 유통단지,부산광역시,강서구,"[35.16111896536725, 128.95347425214476]"
693,대신시장,부산광역시,서구,"[35.10758315560993, 129.0188464289404]"
694,대신시장,부산광역시,서구,"[35.10758315560993, 129.0188464289404]"
695,송남시장,부산광역시,서구,"[35.07570064899126, 129.01595576075295]"
696,(주)서원유통 탑마트 서대신점,부산광역시,서구,"[35.10805555680694, 129.0121635424976]"
697,NC 경산점,경상북도,경산시,"[35.81900648082139, 128.73061294321795]"
698,(주)이마트경산점,경상북도,경산시,"[35.83192561358305, 128.7193156276843]"
699,조아아울렛,경상북도,경산시,"[35.83182469838985, 128.73250385994535]"
700,(주)이마트에브리데이 하양점,경상북도,경산시,"[35.90759244729317, 128.8219506643244]"
701,하양공설시장,경상북도,경산시,"[35.912765895239836, 128.81870138655233]"
702,홈플러스 경산점,경상북도,경산시,"[35.83003963760031, 128.73481240680135]"
703,홈플러스(주)경주점,경상북도,경주시,"[35.87041859657851, 129.22372097838738]"
704,(주)준성공,경상북도,경주시,"[35.84074962506319, 129.21243684965086]"
705,탑마트 경주동부점,경상북도,경주시,"[35.842593255202175, 129.21120398780076]"
706,(주)이마트 김천점,경상북도,김천시,"[36.13221913403689, 128.1159802719027]"
707,롯데쇼핑(주) 롯데마트 김천점,경상북도,김천시,"[36.13324869883199, 128.11693532123974]"
708,탑마트 경주황성점,경상북도,경주시,"[35.86379803360702, 129.21034001286088]"
709,탑마트 안강점,경상북도,경주시,"[35.98551619183418, 129.22471148654023]"
710,모다아울렛 김천구미점,경상북도,김천시,"[36.152369921747706, 128.28077111867162]"
711,김천농협 하나로마트,경상북도,김천시,"[36.120869737636376, 128.11681827923178]"
712,정선시장상인회,강원도,정선군,"[37.37763217020782, 128.66437868147415]"
713,고한시장상인회,강원도,정선군,"[37.19851549062874, 128.85358135080585]"
714,사북시장상인회,강원도,정선군,"[37.224655805537196, 128.81551324583228]"
715,킴스클럽순천점,전라남도,순천시,"[34.9614578, 127.524497]"
716,조은프라자,전라남도,순천시,"[34.950755720211696, 127.51947118832797]"
717,블루마트,전라남도,순천시,"[34.94454695267689, 127.53330496807492]"
718,한국까르푸주식회사순천점,전라남도,순천시,"[34.937287611342995, 127.50819397088193]"
719,홈플러스(주) 순천점,전라남도,순천시,"[34.95845144366025, 127.51946364623471]"
720,(주)이마트 순천점,전라남도,순천시,"[34.939646941208245, 127.50791466712147]"
721,LF 스퀘어 테라스몰 광양점,전라남도,광양시,"[34.95979876096168, 127.5660241536183]"
722,모다아울렛(MODAoutlet)순천만플라자,전라남도,순천시,"[34.923100034190036, 127.54352901920105]"
723,SC아울렛,전라남도,순천시,"[34.93846788186347, 127.51004174781218]"
724,황금프라자,전라남도,순천시,"[34.9546108, 127.484483]"
725,순천농협황전지점 경제과,전라남도,순천시,"[35.10010334402794, 127.4276334458832]"
726,순천원예농협 하나로마트,전라남도,순천시,"[34.938957, 127.492721]"
727,뉴코아순천아울렛킴스,전라남도,순천시,"[34.97058406050957, 127.52112616524977]"
728,뉴코아순천점,전라남도,순천시,"[34.97061330612494, 127.51916447461593]"
729,홈플러스(주)순천풍덕점,전라남도,순천시,"[34.937287611342995, 127.50819397088193]"
730,순천농협주암지점,전라남도,순천시,"[35.0744194018204, 127.23432352627053]"
731,남부상설시장,전라남도,순천시,"[34.94254832969412, 127.49454356694774]"
732,승주시장,전라남도,순천시,"[35.0132273, 127.38882]"
733,주암시장,전라남도,순천시,"[35.0738574, 127.226466]"
734,창촌시장,전라남도,순천시,"[35.0575764, 127.279707]"
735,송광시장,전라남도,순천시,"[34.97248962560573, 127.26191604351476]"
736,별량시장,전라남도,순천시,"[34.874486, 127.444562]"
737,순천농협오성지점,전라남도,순천시,"[35.057129590565815, 127.2748485267509]"
738,대우상가,전라남도,순천시,"[34.94597862587134, 127.52041388202423]"
739,(주)이마트에브리데이 고흥점,전라남도,고흥군,"[34.61351300998116, 127.29087255962669]"
740,괴목시장,전라남도,순천시,"[35.1024022, 127.428156]"
741,중앙시장,전라남도,순천시,"[34.9540401, 127.485202]"
742,역전시장,전라남도,순천시,"[34.9437539, 127.503357]"
743,중앙지하상가,전라남도,순천시,"[34.9537017, 127.484171]"
744,로얄프라자,전라남도,순천시,"[34.9492848, 127.488721]"
745,뉴코아순천점,전라남도,순천시,"[34.97061330612494, 127.51916447461593]"
746,동부상설시장,전라남도,순천시,"[34.9488166462156, 127.52048704274858]"
747,원앙아파트상가,전라남도,순천시,"[34.944147979218435, 127.5304679413044]"
748,동성아파트상가,전라남도,순천시,"[34.947328387341535, 127.51809742576084]"
749,대주종합상가,전라남도,순천시,"[34.953349978894, 127.52787288821024]"
750,월드마트,전라남도,순천시,"[34.950943961987456, 127.48430703977542]"
751,주식회사 롯데슈퍼 무안점,전라남도,무안군,"[34.98368660252818, 126.47234803630616]"
752,롯데쇼핑(주) 남악점,전라남도,무안군,"[34.79979608265628, 126.46428289101208]"
753,백운쇼핑센터,전라남도,광양시,"[34.93758186963347, 127.7310765535005]"
754,홈플러스 광양점,전라남도,광양시,"[34.925598488785695, 127.69397919892508]"
755,중마시장,전라남도,광양시,"[34.935091910196924, 127.69832959380949]"
756,농협하나로마트,전라남도,장성군,"[35.3013583, 126.797223]"
757,자유시장,전라남도,목포시,"[34.79019658894313, 126.4022685560973]"
758,(유)대송유통,전라남도,목포시,"[34.80412447762385, 126.42417005448489]"
759,포르모 큐브,전라남도,목포시,"[34.80453653560206, 126.42503524006212]"
760,홈플러스(주) 목포점,전라남도,목포시,"[34.80317183861478, 126.39885879404966]"
761,용당시장,전라남도,목포시,"[34.7989877233039, 126.39515941918137]"
762,동명종합어시장,전라남도,목포시,"[34.78548554514817, 126.38791174002547]"
763,중앙시장,전라남도,완도군,"[34.3144481, 126.754013]"
764,완도읍5일시장,전라남도,완도군,"[34.3164101, 126.748053]"
765,금일읍 5일시장,전라남도,완도군,"[34.3542173, 127.020374]"
766,군외5일시장,전라남도,완도군,"[34.3890994, 126.647793]"
767,고금면5일시장,전라남도,완도군,"[34.39263847296609, 126.79920336515038]"
768,노화읍5일시장,전라남도,완도군,"[34.1749070757959, 126.57296779980524]"
769,중앙공설시장,전라남도,목포시,"[34.7939138, 126.381624]"
770,중앙식료시장,전라남도,목포시,"[34.7939138, 126.381624]"
771,제일시장,전라남도,목포시,"[34.7939138, 126.381624]"
772,동부시장,전라남도,목포시,"[34.8046369, 126.39705]"
773,청호시장,전라남도,목포시,"[34.815371, 126.424624]"
774,롯데쇼핑(주)롯데마트맥스 목포점,전라남도,목포시,"[34.794503019755055, 126.4285847891919]"
775,(주)이마트목포점,전라남도,목포시,"[34.808874739703384, 126.42437625452925]"
776,유한회사 롯데프레쉬연산가맹점,전라남도,목포시,"[34.80940449562182, 126.38406063419019]"
777,곡성농협,전라남도,곡성군,"[35.282114, 127.297621]"
778,롯데쇼핑(주) 롯데마트 나주점,전라남도,나주시,"[35.010452895807106, 126.71212745553089]"
779,롯데쇼핑(주) 롯데몰 여수점,전라남도,여수시,"[34.72554048765983, 127.72067919707138]"
780,(주)서시장,전라남도,여수시,"[34.739025196244846, 127.72776366202817]"
781,(주)이마트여수점,전라남도,여수시,"[34.755241094770575, 127.71413796469693]"
782,롯데쇼핑(주) 롯데마트 여천점,전라남도,여수시,"[34.77434998834119, 127.65045304762283]"
783,한림민속오일시장,제주특별자치도,제주시,"[33.4177215760723, 126.27320179733012]"
784,세화민속오일시장,제주특별자치도,제주시,"[33.52322168809633, 126.85656539052759]"
785,(주)이마트 신제주점,제주특별자치도,제주시,"[33.482422301419554, 126.47953421629968]"
786,뉴월드마트,제주특별자치도,제주시,"[33.4869594, 126.497165]"
787,성지유니코,제주특별자치도,제주시,"[33.51536028086721, 126.51980024639467]"
788,제주시민속오일시장,제주특별자치도,제주시,"[33.49391322305484, 126.47455874532888]"
789,이마트,제주특별자치도,제주시,"[33.51536028086721, 126.51980024639467]"
790,상록프라자,제주특별자치도,제주시,"[33.5043882, 126.527122]"
791,셀비즈백화점,제주특별자치도,제주시,"[33.48461428865061, 126.48886247140108]"
792,동문공설시장,제주특별자치도,제주시,"[33.509437673259114, 126.52739464280394]"
793,서문공설시장,제주특별자치도,제주시,"[33.5085901558965, 126.51711748635596]"
794,(주)동문시장,제주특별자치도,제주시,"[33.5064964, 126.541069]"
795,보성시장,제주특별자치도,제주시,"[33.50055439016556, 126.52697693282602]"
796,중앙지하상가,제주특별자치도,제주시,"[33.51050152539983, 126.5238711662078]"
797,흥원시장,제주특별자치도,제주시,"[33.509486723401054, 126.52538677071757]"
798,중앙하이츠시장,제주특별자치도,제주시,"[33.5027721, 126.519533]"
799,도남시장,제주특별자치도,제주시,"[33.49369521998551, 126.52806979000383]"
800,신산시장,제주특별자치도,제주시,"[33.50328908002337, 126.54116676243241]"
801,삼성프라자,제주특별자치도,제주시,"[33.4577765, 126.495323]"
802,화북종합시장,제주특별자치도,제주시,"[33.519881470658504, 126.56505205154399]"
803,로얄쇼핑,제주특별자치도,제주시,"[33.4885757, 126.491162]"
804,서사라시장,제주특별자치도,제주시,"[33.49789347093297, 126.51769131333265]"
805,세기신산시장,제주특별자치도,제주시,"[33.507541289361804, 126.54020148197701]"
806,대유대림상가,제주특별자치도,제주시,"[33.500094916854984, 126.55027082782385]"
807,(주)이마트 제주점,제주특별자치도,제주시,"[33.51536028086721, 126.51980024639467]"
808,(주)신세계 이마트 신제주점,제주특별자치도,제주시,"[33.482422301419554, 126.47953421629968]"
809,롯데쇼핑(주) 롯데마트제주점,제주특별자치도,제주시,"[33.47970198784466, 126.48059648818969]"
